日期,收盘,开盘,高,低,交易量,涨跌幅
2020年10月26日,1938.90,1919.00,1926.10,1919.00,0.06K,0.10%
2020年10月23日,1937.00,1926.30,1926.40,1924.60,0.04K,0.05%
2020年10月22日,1936.00,1940.50,1940.50,1907.60,0.18K,-1.24%
2020年10月21日,1960.40,1925.10,1948.60,1925.10,0.16K,0.72%
2020年10月20日,1946.40,1922.90,1936.60,1921.90,0.11K,0.17%
2020年10月19日,1943.10,1941.90,1941.90,1941.90,0.12K,0.25%
2020年10月16日,1938.30,1934.40,1934.40,1927.50,0.06K,-0.12%
2020年10月15日,1940.70,1923.20,1923.20,1919.20,0.00K,0.04%
2020年10月14日,1939.90,1929.40,1929.40,1926.70,0.25K,0.70%
2020年10月13日,1926.40,1939.90,1939.90,1939.90,0.01K,-1.74%
2020年10月12日,1960.60,1953.50,1957.70,1948.70,0.01K,0.14%
2020年10月9日,1957.90,1930.50,1956.20,1929.50,0.01K,1.58%
2020年10月8日,1927.40,1902.80,1916.20,1899.00,0.00K,0.31%
2020年10月7日,1921.40,1918.10,1918.10,1918.10,0.01K,-0.87%
2020年10月6日,1938.20,1937.20,1942.20,1900.50,0.10K,-0.55%
2020年10月5日,1948.90,1946.50,1946.50,1946.50,0.00K,0.65%
2020年10月2日,1936.30,1929.60,1933.70,1921.30,0.12K,-0.45%
2020年10月1日,1945.10,1927.60,1935.50,1921.20,0.18K,1.07%
2020年9月30日,1924.60,1925.10,1925.10,1925.10,0.00K,-0.39%
2020年9月29日,1932.10,1907.40,1921.20,1907.40,0.05K,1.10%
2020年9月28日,1911.10,1883.70,1905.50,1872.00,0.35K,0.86%
2020年9月25日,1894.80,1885.10,1885.10,1880.00,0.06K,-0.54%
2020年9月24日,1905.00,1879.90,1892.60,1874.70,0.26K,0.41%
2020年9月23日,1897.20,1919.40,1919.40,1919.40,0.01K,-2.11%
2020年9月22日,1938.00,1937.90,1940.50,1925.50,0.09K,-0.13%
2020年9月21日,1940.50,1945.50,1945.50,1945.50,0.00K,-2.60%
2020年9月18日,1992.40,1974.20,1982.00,1973.60,0.08K,0.62%
2020年9月17日,1980.10,1970.80,1974.40,1965.30,0.13K,-1.08%
2020年9月16日,2001.80,1989.10,1997.90,1985.00,0.11K,0.22%
2020年9月15日,1997.50,1986.10,1997.50,1981.00,0.04K,0.13%
2020年9月14日,1995.00,1974.10,1987.80,1972.80,0.12K,0.84%
2020年9月11日,1978.40,1980.00,1980.00,1980.00,0.00K,-0.78%
2020年9月10日,1994.00,1971.10,1991.40,1969.40,0.21K,0.54%
2020年9月9日,1983.30,1952.90,1973.60,1946.40,0.01K,0.56%
2020年9月8日,1972.20,1957.50,1965.90,1938.80,0.88K,1.81%
2020年9月7日,1937.10,1940.70,1947.40,1930.45,-,-0.18%
2020年9月6日,1940.65,1941.90,1944.30,1937.65,-,-1.16%
2020年9月4日,1963.50,1956.60,1959.50,1951.90,0.17K,-0.19%
2020年9月3日,1967.30,1962.00,1969.00,1962.00,0.00K,-0.45%
2020年9月2日,1976.20,1975.80,1975.80,1975.80,0.00K,-1.74%
2020年9月1日,2011.20,2018.60,2018.60,1995.00,0.24K,-0.01%
2020年8月31日,2011.40,1991.10,2002.30,1991.10,0.00K,0.41%
2020年8月28日,2003.20,1990.00,1990.00,1990.00,0.00K,1.92%
2020年8月27日,1965.50,1961.00,1961.00,1961.00,0.00K,-1.09%
2020年8月26日,1987.20,1992.00,1992.00,1992.00,0.00K,1.49%
2020年8月25日,1958.00,1958.30,1958.40,1958.30,0.00K,-0.87%
2020年8月24日,1975.20,1962.50,1979.40,1955.90,0.11K,-0.37%
2020年8月21日,1982.50,1982.30,1982.30,1959.90,0.12K,0.02%
2020年8月20日,1982.10,1968.20,1971.20,1968.20,0.00K,-1.17%
2020年8月19日,2005.50,2005.50,2005.50,2000.60,0.00K,-2.15%
2020年8月18日,2049.60,2055.00,2055.00,2055.00,0.00K,0.74%
2020年8月17日,2034.50,1981.70,2012.30,1971.60,0.11K,2.25%
2020年8月14日,1989.70,2000.00,2000.00,1992.00,0.01K,-1.09%
2020年8月13日,2011.60,1996.10,2001.50,1979.60,0.01K,1.10%
2020年8月12日,1989.80,1992.00,1992.00,1992.00,0.00K,0.02%
2020年8月11日,1989.40,2045.00,2045.00,2030.00,0.01K,-4.64%
2020年8月10日,2086.10,2068.70,2080.00,2065.00,0.09K,0.54%
2020年8月7日,2074.90,2121.70,2121.70,2121.70,0.00K,-1.99%
2020年8月6日,2117.10,2086.70,2115.00,2085.90,0.00K,1.05%
2020年8月5日,2095.20,2098.50,2098.50,2090.50,0.00K,1.47%
2020年8月4日,2064.80,2024.60,2068.40,2018.70,0.39K,1.72%
2020年8月3日,2029.80,2026.90,2040.00,2015.40,0.42K,0.05%
2020年7月31日,2028.80,2005.20,2035.00,2005.20,0.27K,1.01%
2020年7月30日,2008.60,2016.00,2016.00,1988.90,0.03K,-0.51%
2020年7月29日,2018.90,2001.00,2025.00,2001.00,0.00K,0.56%
2020年7月28日,2007.60,2008.10,2028.10,1967.20,0.16K,0.42%
2020年7月27日,1999.30,1964.80,1999.90,1964.80,0.18K,1.61%
2020年7月24日,1967.60,1981.60,1981.60,1981.60,0.00K,0.54%
2020年7月23日,1957.10,1923.30,1945.00,1923.30,0.57K,1.48%
2020年7月22日,1928.50,1909.50,1924.20,1906.40,0.13K,1.46%
2020年7月21日,1900.80,1867.60,1891.30,1867.00,0.14K,1.67%
2020年7月20日,1869.50,1862.00,1862.40,1862.00,0.03K,0.35%
2020年7月17日,1862.90,1840.60,1851.00,1840.10,0.01K,0.37%
2020年7月16日,1856.00,1856.00,1856.00,1856.00,0.03K,-0.82%
2020年7月15日,1871.30,1862.30,1863.10,1854.30,0.10K,-0.01%
2020年7月14日,1871.40,1850.00,1863.90,1850.00,0.06K,-0.10%
2020年7月13日,1873.30,1857.30,1858.30,1857.30,0.10K,0.72%
2020年7月10日,1860.00,1853.70,1853.70,1851.30,0.12K,-0.11%
2020年7月9日,1862.00,1871.90,1871.90,1871.90,0.12K,-0.89%
2020年7月8日,1878.70,1851.80,1867.60,1851.80,0.25K,1.11%
2020年7月7日,1858.10,1833.90,1853.60,1833.90,0.30K,1.17%
2020年7月6日,1836.60,1825.80,1828.60,1825.80,1.74K,2.74%
2020年7月3日,1787.60,1786.90,1788.70,1783.65,-,-2.33%
2020年7月2日,1830.20,1799.00,1821.30,1798.80,0.17K,0.57%
2020年7月1日,1819.90,1830.00,1838.00,1830.00,0.45K,-1.01%
2020年6月30日,1838.40,1816.90,1835.00,1813.90,0.04K,1.13%
2020年6月29日,1817.90,1816.50,1816.50,1811.20,0.09K,0.09%
2020年6月26日,1816.30,1798.20,1814.00,1798.00,0.10K,0.55%
2020年6月25日,1806.30,1800.00,1800.00,1800.00,0.05K,-0.23%
2020年6月24日,1810.50,1806.50,1806.50,1806.50,0.30K,-0.25%
2020年6月23日,1815.00,1803.00,1803.00,1803.00,0.26K,0.83%
2020年6月22日,1800.10,1787.00,1798.40,1783.10,0.07K,0.69%
2020年6月19日,1787.70,1767.00,1786.90,1761.80,0.52K,1.14%
2020年6月18日,1767.50,1775.00,1775.00,1762.30,0.08K,-0.32%
2020年6月17日,1773.20,1768.20,1768.20,1768.20,0.02K,-0.05%
2020年6月16日,1774.00,1770.00,1770.00,1770.00,0.20K,0.56%
2020年6月15日,1764.20,1770.30,1770.30,1760.00,0.02K,-0.54%
2020年6月12日,1773.70,1780.40,1780.50,1780.40,0.56K,-0.18%
2020年6月11日,1776.90,1784.10,1786.40,1762.30,0.81K,1.00%
2020年6月10日,1759.30,1760.90,1760.90,1753.30,0.00K,-0.09%
2020年6月9日,1760.80,1755.20,1757.60,1755.20,0.54K,0.94%
2020年6月8日,1744.40,1739.40,1739.40,1739.40,0.05K,1.31%
2020年6月5日,1721.90,1741.70,1741.70,1704.60,0.11K,-2.44%
2020年6月4日,1764.90,1747.60,1752.00,1747.60,0.16K,1.54%
2020年6月3日,1738.10,1760.00,1760.00,1727.50,0.45K,-1.54%
2020年6月2日,1765.20,1774.50,1775.30,1774.50,0.11K,-0.78%
2020年6月1日,1779.00,1775.50,1775.50,1772.80,0.06K,0.02%
2020年5月29日,1778.70,1748.20,1771.50,1748.20,0.11K,1.34%
2020年5月28日,1755.20,1748.80,1757.30,1748.80,0.18K,0.31%
2020年5月27日,1749.80,1725.00,1727.40,1722.50,0.01K,0.06%
2020年5月26日,1748.80,1762.90,1764.00,1762.90,0.08K,1.26%
2020年5月25日,1727.00,1730.55,1731.35,1719.25,-,-0.21%
2020年5月24日,1730.65,1735.45,1735.90,1729.80,-,-2.49%
2020年5月22日,1774.90,1773.50,1773.50,1771.90,0.47K,0.82%
2020年5月21日,1760.50,1780.10,1780.10,1753.60,0.15K,-1.76%
2020年5月20日,1792.10,1784.00,1791.20,1784.00,0.08K,0.39%
2020年5月19日,1785.10,1784.20,1784.20,1784.20,0.00K,0.71%
2020年5月18日,1772.60,1795.40,1795.40,1795.40,0.14K,-0.99%
2020年5月15日,1790.40,1776.20,1781.50,1776.20,0.45K,0.90%
2020年5月14日,1774.40,1747.10,1747.10,1747.10,0.00K,1.38%
2020年5月13日,1750.30,1729.10,1750.30,1729.10,0.01K,0.49%
2020年5月12日,1741.70,1733.20,1734.50,1731.90,0.01K,0.42%
2020年5月11日,1734.40,1727.70,1734.20,1714.20,0.05K,-0.91%
2020年5月8日,1750.30,1747.80,1747.80,1747.80,0.00K,-0.61%
2020年5月7日,1761.10,1718.90,1722.80,1718.50,0.05K,2.29%
2020年5月6日,1721.70,1728.40,1728.40,1713.00,0.01K,-1.27%
2020年5月5日,1743.80,1725.80,1739.10,1725.80,0.40K,0.16%
2020年5月4日,1741.00,1729.10,1729.10,1725.70,0.03K,1.16%
2020年5月1日,1721.10,1720.10,1720.10,1720.10,0.01K,0.46%
2020年4月30日,1713.20,1706.40,1706.40,1706.40,0.05K,-0.99%
2020年4月29日,1730.30,1727.60,1744.10,1727.60,0.01K,-0.48%
2020年4月28日,1738.70,1731.80,1740.00,1712.70,3.06K,-0.01%
2020年4月27日,1738.80,1746.70,1753.00,1726.80,0.13K,-0.58%
2020年4月24日,1748.90,1759.00,1759.00,1745.00,0.00K,-0.51%
2020年4月23日,1757.80,1753.10,1762.20,1753.10,0.00K,0.46%
2020年4月22日,1749.80,1709.50,1709.50,1709.50,0.01K,3.04%
2020年4月21日,1698.20,1722.20,1722.20,1679.60,0.08K,-1.34%
2020年4月20日,1721.30,1715.60,1715.60,1715.60,0.00K,0.73%
2020年4月17日,1708.90,1717.80,1717.80,1717.80,0.02K,-1.94%
2020年4月16日,1742.70,1766.50,1766.50,1766.50,0.00K,-0.50%
2020年4月15日,1751.50,1760.70,1762.70,1736.40,0.00K,-1.42%
2020年4月14日,1776.80,1779.10,1779.10,1776.50,0.01K,0.50%
2020年4月13日,1767.90,1732.50,1758.00,1732.50,0.03K,1.57%
2020年4月10日,1740.60,1740.60,1740.60,1740.60,-,-1.03%
2020年4月9日,1758.70,1747.50,1747.50,1747.50,0.00K,4.11%
2020年4月8日,1689.30,1690.10,1690.10,1690.10,0.02K,-0.01%
2020年4月7日,1689.40,1688.80,1688.80,1688.80,0.02K,-0.62%
2020年4月6日,1700.00,1685.30,1688.60,1685.30,0.00K,2.77%
2020年4月3日,1654.10,1639.00,1651.50,1625.30,0.14K,0.45%
2020年4月2日,1646.70,1636.40,1636.40,1636.40,0.29K,2.82%
2020年4月1日,1601.60,1594.40,1594.40,1594.40,0.18K,-0.32%
2020年3月31日,1606.70,1625.30,1625.30,1625.30,0.06K,-2.82%
2020年3月30日,1653.30,1646.90,1646.90,1646.90,0.10K,-0.46%
2020年3月27日,1661.00,1647.10,1647.10,1647.10,0.27K,-0.44%
2020年3月26日,1668.30,1674.30,1674.30,1659.40,0.01K,1.79%
2020年3月25日,1639.00,1650.90,1656.60,1650.50,0.06K,-1.81%
2020年3月24日,1669.20,1594.60,1653.50,1594.60,0.03K,5.09%
2020年3月23日,1588.30,1514.60,1572.80,1502.60,0.01K,5.79%
2020年3月20日,1501.40,1515.80,1515.80,1515.80,0.01K,0.28%
2020年3月19日,1497.20,1496.60,1508.00,1476.90,0.01K,0.17%
2020年3月18日,1494.60,1520.60,1520.60,1502.30,0.32K,-3.02%
2020年3月17日,1541.10,1504.50,1561.50,1476.30,0.01K,2.74%
2020年3月16日,1500.00,1485.00,1503.00,1485.00,0.01K,-2.10%
2020年3月13日,1532.20,1591.00,1591.00,1529.30,0.10K,-4.62%
2020年3月12日,1606.50,1654.30,1654.30,1581.50,0.01K,-3.12%
2020年3月11日,1658.30,1670.00,1670.00,1653.10,0.03K,-1.09%
2020年3月10日,1676.60,1675.90,1675.90,1662.10,0.19K,-0.88%
2020年3月9日,1691.50,1709.90,1710.10,1672.90,0.13K,-0.01%
2020年3月6日,1691.60,1696.00,1703.60,1686.30,0.07K,0.07%
2020年3月5日,1690.50,1655.70,1671.00,1655.20,0.18K,1.42%
2020年3月4日,1666.90,1664.20,1664.50,1664.20,0.22K,-0.19%
2020年3月3日,1670.00,1606.50,1663.80,1606.50,0.06K,3.05%
2020年3月2日,1620.60,1602.50,1624.30,1600.20,0.25K,1.50%
2020年2月28日,1596.60,1595.20,1617.80,1595.20,0.56K,-4.76%
2020年2月27日,1676.40,1679.00,1684.40,1670.00,0.01K,-0.11%
2020年2月26日,1678.20,1677.60,1677.60,1677.60,0.02K,-0.49%
2020年2月25日,1686.40,1681.00,1683.60,1681.00,0.54K,-1.58%
2020年2月24日,1713.50,1707.40,1707.40,1707.40,0.02K,1.61%
2020年2月21日,1686.30,1672.30,1678.10,1672.30,0.08K,1.71%
2020年2月20日,1658.00,1641.40,1651.90,1641.40,0.12K,0.52%
2020年2月19日,1649.50,1639.80,1641.40,1636.20,0.04K,0.51%
2020年2月18日,1641.10,1617.30,1634.80,1617.30,0.07K,3.41%
2020年2月17日,1587.05,1586.15,1588.45,1581.85,-,0.05%
2020年2月16日,1586.25,1585.50,1586.25,1583.45,-,-2.33%
2020年2月14日,1624.10,1601.00,1608.40,1597.30,0.03K,0.44%
2020年2月13日,1617.00,1607.90,1608.10,1607.90,0.00K,0.45%
2020年2月12日,1609.80,1590.80,1593.90,1587.50,2.05K,0.06%
2020年2月11日,1608.80,1606.70,1606.90,1606.70,0.00K,-0.58%
2020年2月10日,1618.20,1606.70,1606.70,1606.70,0.00K,0.33%
2020年2月7日,1612.80,1591.00,1598.30,1588.40,0.00K,0.21%
2020年2月6日,1609.50,1580.70,1592.40,1579.30,0.07K,0.46%
2020年2月5日,1602.20,1579.40,1587.00,1573.00,2.05K,0.45%
2020年2月4日,1595.00,1602.30,1602.30,1576.00,0.03K,-1.60%
2020年2月3日,1621.00,1606.00,1606.00,1606.00,0.00K,-0.31%
2020年1月31日,1626.10,1599.70,1615.30,1597.70,0.00K,-0.07%
2020年1月30日,1627.30,1601.60,1612.00,1599.00,0.03K,0.79%
2020年1月29日,1614.50,1594.50,1603.60,1589.30,0.03K,0.08%
2020年1月28日,1613.20,1606.70,1607.10,1593.40,10.91K,-0.47%
2020年1月27日,1620.80,1616.80,1617.80,1616.80,0.00K,0.33%
2020年1月24日,1615.40,1595.00,1609.50,1595.00,0.05K,0.44%
2020年1月23日,1608.30,1585.00,1593.50,1580.10,1.75K,0.54%
2020年1月22日,1599.70,1583.10,1585.50,1577.60,0.07K,-0.08%
2020年1月21日,1601.00,1595.00,1595.00,1595.00,0.00K,2.55%
2020年1月20日,1561.25,1557.20,1562.70,1556.65,-,0.27%
2020年1月19日,1557.05,1557.40,1559.05,1556.45,-,-2.89%
2020年1月17日,1603.40,1578.60,1588.00,1577.10,1.54K,0.65%
2020年1月16日,1593.00,1580.40,1583.40,1575.00,0.03K,-0.23%
2020年1月15日,1596.60,1587.80,1587.80,1587.80,0.00K,0.57%
2020年1月14日,1587.50,1573.20,1573.90,1563.40,1.76K,-0.39%
2020年1月13日,1593.70,1586.80,1586.80,1574.90,2.70K,-0.60%
2020年1月10日,1603.30,1577.60,1589.60,1574.10,0.11K,0.34%
2020年1月9日,1597.80,1583.00,1587.50,1570.20,1.43K,-0.37%
2020年1月8日,1603.80,1612.60,1638.40,1612.60,0.02K,-0.92%
2020年1月7日,1618.70,1602.60,1602.60,1602.60,0.07K,0.33%
2020年1月6日,1613.30,1608.20,1612.40,1600.30,0.01K,1.06%
2020年1月3日,1596.40,1591.00,1592.10,1588.60,0.41K,1.55%
2020年1月2日,1572.10,1548.70,1559.50,1548.20,1.25K,3.36%
2020年1月1日,1520.95,1520.85,1523.95,1520.85,-,-2.98%
2019年12月31日,1567.60,1546.70,1555.00,1546.40,0.67K,0.34%
2019年12月30日,1562.30,1543.90,1545.50,1540.10,0.46K,0.07%
2019年12月27日,1561.20,1540.70,1545.00,1540.00,0.29K,0.26%
2019年12月26日,1557.10,1544.20,1544.20,1544.20,0.00K,3.53%
2019年12月25日,1504.05,1504.40,1504.40,1502.15,-,-2.80%
2019年12月24日,1547.30,1518.60,1530.10,1518.60,0.45K,1.05%
2019年12月23日,1531.20,1510.70,1514.90,1510.70,0.39K,0.53%
2019年12月20日,1523.10,1515.80,1515.80,1515.80,0.00K,-0.23%
2019年12月19日,1526.60,1505.40,1510.40,1503.50,0.57K,0.37%
2019年12月18日,1521.00,1506.40,1508.50,1501.70,1.56K,-0.16%
2019年12月17日,1523.50,1505.80,1510.00,1505.00,0.21K,0.02%
2019年12月16日,1523.20,1505.40,1509.40,1503.90,0.42K,0.01%
2019年12月13日,1523.00,1493.00,1507.90,1493.00,0.47K,0.62%
2019年12月12日,1513.60,1511.20,1514.00,1494.10,0.17K,-0.15%
2019年12月11日,1515.80,1500.00,1507.00,1497.50,0.14K,0.46%
2019年12月10日,1508.90,1490.60,1496.00,1489.70,0.14K,0.22%
2019年12月9日,1505.60,1493.20,1493.20,1489.40,0.30K,0.09%
2019年12月6日,1504.20,1509.60,1509.60,1497.20,0.01K,-1.15%
2019年12月5日,1521.70,1513.80,1513.80,1513.80,0.00K,0.20%
2019年12月4日,1518.70,1515.90,1515.90,1515.90,0.00K,-0.27%
2019年12月3日,1522.80,1491.10,1510.30,1491.10,0.45K,1.03%
2019年12月2日,1507.30,1494.00,1495.30,1485.00,0.17K,-0.23%
2019年11月29日,1510.70,1488.00,1495.40,1484.20,0.19K,3.31%
2019年11月28日,1462.25,1463.25,1464.55,1460.75,-,-2.42%
2019年11月27日,1498.50,1489.20,1490.20,1483.90,0.22K,-0.41%
2019年11月26日,1504.70,1484.30,1492.00,1481.00,0.31K,0.19%
2019年11月25日,1501.80,1490.90,1492.00,1485.20,0.94K,-0.41%
2019年11月22日,1508.00,1497.70,1502.30,1492.00,0.70K,0.03%
2019年11月21日,1507.60,1505.50,1505.70,1494.00,0.49K,-0.69%
2019年11月20日,1518.10,1505.50,1509.20,1498.00,0.69K,-0.07%
2019年11月19日,1519.20,1511.50,1511.50,1511.50,0.00K,0.15%
2019年11月18日,1516.90,1498.40,1502.80,1488.80,0.82K,0.22%
2019年11月15日,1513.60,1496.30,1499.90,1495.90,0.07K,-0.32%
2019年11月14日,1518.50,1495.10,1504.70,1494.80,0.84K,0.66%
2019年11月13日,1508.50,1489.90,1498.10,1489.90,0.74K,0.66%
2019年11月12日,1498.60,1487.80,1488.50,1480.00,0.93K,-0.25%
2019年11月11日,1502.30,1494.00,1494.00,1480.10,0.73K,-0.54%
2019年11月8日,1510.40,1500.50,1503.00,1488.80,0.35K,-0.09%
2019年11月7日,1511.70,1510.00,1510.00,1510.00,0.00K,-1.67%
2019年11月6日,1537.40,1534.70,1534.70,1534.70,0.00K,0.62%
2019年11月5日,1528.00,1522.80,1522.80,1522.80,0.00K,-1.72%
2019年11月4日,1554.80,1544.80,1544.80,1541.00,0.83K,0.03%
2019年11月1日,1554.40,1542.10,1545.00,1538.00,0.20K,-0.16%
2019年10月31日,1556.90,1527.00,1545.00,1527.00,0.17K,1.14%
2019年10月30日,1539.40,1520.80,1526.50,1513.20,1.90K,0.38%
2019年10月29日,1533.50,1524.20,1524.20,1515.50,0.22K,-0.34%
2019年10月28日,1538.70,1552.00,1552.00,1552.00,0.00K,-0.58%
2019年10月25日,1547.70,1548.80,1556.70,1548.80,0.00K,0.10%
2019年10月24日,1546.20,1524.30,1534.70,1522.00,0.28K,0.59%
2019年10月23日,1537.10,1522.00,1526.10,1522.00,0.03K,0.54%
2019年10月22日,1528.80,1517.30,1519.00,1515.00,0.01K,-0.03%
2019年10月21日,1529.30,1524.90,1524.90,1515.00,0.11K,-0.37%
2019年10月18日,1535.00,1526.10,1526.10,1519.50,0.16K,-0.31%
2019年10月17日,1539.80,1519.90,1527.60,1519.90,0.21K,0.29%
2019年10月16日,1535.40,1515.50,1522.20,1510.00,0.20K,0.68%
2019年10月15日,1525.10,1522.90,1524.50,1513.00,0.23K,-0.91%
2019年10月14日,1539.10,1529.00,1530.00,1524.40,0.03K,0.61%
2019年10月11日,1529.80,1533.70,1534.60,1508.00,1.04K,-0.72%
2019年10月10日,1540.90,1548.00,1548.00,1526.00,0.13K,-0.73%
2019年10月9日,1552.30,1539.70,1543.00,1535.00,0.43K,0.60%
2019年10月8日,1543.10,1524.20,1540.00,1522.60,0.43K,-0.04%
2019年10月7日,1543.70,1538.90,1538.90,1522.20,0.16K,-0.53%
2019年10月4日,1551.90,1541.30,1541.30,1530.20,0.07K,-0.04%
2019年10月3日,1552.50,1536.80,1551.80,1535.20,0.00K,0.23%
2019年10月2日,1549.00,1512.80,1536.30,1509.90,0.00K,1.23%
2019年10月1日,1530.20,1502.60,1520.00,1499.00,0.00K,1.04%
2019年9月30日,1514.50,1533.00,1533.00,1500.10,0.51K,-2.18%
2019年9月27日,1548.30,1538.30,1538.30,1525.70,0.17K,-0.26%
2019年9月26日,1552.30,1538.90,1547.00,1538.00,0.25K,0.19%
2019年9月25日,1549.30,1572.00,1572.00,1539.10,0.25K,-1.78%
2019年9月24日,1577.40,1560.10,1573.00,1554.90,0.51K,0.54%
2019年9月23日,1568.90,1556.60,1562.50,1556.60,0.02K,1.05%
2019年9月20日,1552.60,1537.80,1553.50,1537.80,0.10K,0.61%
2019年9月19日,1543.20,1528.80,1540.40,1528.80,0.16K,-0.62%
2019年9月18日,1552.90,1538.90,1549.00,1530.40,0.50K,0.13%
2019年9月17日,1550.90,1538.80,1542.30,1538.80,0.01K,0.12%
2019年9月16日,1549.10,1542.60,1546.50,1536.40,0.69K,0.77%
2019年9月13日,1537.30,1543.40,1543.40,1525.60,0.18K,-0.44%
2019年9月12日,1544.10,1530.40,1558.60,1530.40,0.41K,0.38%
2019年9月11日,1538.30,1528.80,1534.40,1528.80,0.04K,0.28%
2019年9月10日,1534.00,1531.90,1532.60,1524.90,0.16K,-0.74%
2019年9月9日,1545.50,1540.10,1546.60,1534.10,0.24K,-0.24%
2019年9月6日,1549.20,1551.00,1559.90,1539.20,0.06K,-0.62%
2019年9月5日,1558.80,1579.50,1584.10,1544.90,0.10K,-2.17%
2019年9月4日,1593.30,1582.70,1590.70,1572.00,0.03K,0.26%
2019年9月3日,1589.10,1562.80,1583.90,1561.20,0.24K,3.51%
2019年9月2日,1535.15,1537.95,1540.05,1528.15,-,-0.19%
2019年9月1日,1538.05,1535.25,1542.90,1535.25,-,-1.60%
2019年8月30日,1563.10,1564.10,1566.90,1555.00,0.45K,-0.43%
2019年8月29日,1569.90,1571.90,1578.80,1562.00,0.25K,-0.71%
2019年8月28日,1581.20,1572.30,1578.00,1571.60,0.24K,-0.21%
2019年8月27日,1584.50,1566.20,1579.30,1564.60,0.17K,0.94%
2019年8月26日,1569.80,1584.50,1584.50,1563.20,0.07K,-0.03%
2019年8月23日,1570.20,1539.00,1563.50,1537.30,0.26K,1.89%
2019年8月22日,1541.10,1534.30,1538.80,1530.50,0.25K,-0.46%
2019年8月21日,1548.20,1532.70,1540.60,1532.70,0.56K,0.01%
2019年8月20日,1548.00,1530.20,1540.70,1530.20,0.17K,0.26%
2019年8月19日,1544.00,1543.90,1543.90,1531.00,0.35K,-0.78%
2019年8月16日,1556.20,1557.40,1557.70,1541.30,0.16K,-0.48%
2019年8月15日,1563.70,1553.00,1561.20,1546.00,0.29K,0.17%
2019年8月14日,1561.00,1538.50,1553.10,1532.60,0.24K,0.86%
2019年8月13日,1547.70,1556.20,1571.70,1523.10,0.07K,-0.15%
2019年8月12日,1550.00,1536.00,1550.10,1526.40,0.16K,0.55%
2019年8月9日,1541.50,1542.80,1543.80,1535.00,0.09K,-0.03%
2019年8月8日,1542.00,1533.00,1542.10,1532.60,0.06K,-0.62%
2019年8月7日,1551.60,1510.60,1547.70,1510.60,0.11K,2.30%
2019年8月6日,1516.70,1507.20,1511.10,1498.60,0.14K,0.47%
2019年8月5日,1509.60,1487.40,1505.00,1487.40,0.07K,1.16%
2019年8月2日,1492.30,1476.20,1476.20,1476.20,0.08K,1.62%
2019年8月1日,1468.50,1450.80,1485.60,1443.30,0.15K,-0.33%
2019年7月31日,1473.30,1460.50,1469.60,1452.90,0.13K,-0.27%
2019年7月30日,1477.30,1469.00,1472.40,1469.00,0.02K,0.60%
2019年7月29日,1468.50,1461.70,1461.70,1461.70,1.05K,0.09%
2019年7月26日,1467.20,1460.40,1460.40,1460.40,0.56K,0.41%
2019年7月25日,1461.20,1465.10,1468.00,1456.10,0.81K,-0.58%
2019年7月24日,1469.70,1467.20,1467.20,1467.20,0.04K,0.14%
2019年7月23日,1467.60,1458.60,1459.60,1458.60,0.25K,-0.35%
2019年7月22日,1472.80,1466.00,1466.00,1466.00,0.61K,0.03%
2019年7月19日,1472.30,1483.30,1487.40,1461.50,0.02K,-0.12%
2019年7月18日,1474.00,1464.40,1488.50,1459.40,0.02K,0.32%
2019年7月17日,1469.30,1455.00,1467.30,1455.00,0.02K,0.87%
2019年7月16日,1456.60,1453.40,1453.40,1453.40,0.02K,-0.12%
2019年7月15日,1458.40,1452.30,1452.30,1452.30,0.99K,0.10%
2019年7月12日,1457.00,1450.90,1450.90,1450.90,0.05K,0.39%
2019年7月11日,1451.40,1461.40,1467.20,1461.40,0.01K,-0.36%
2019年7月10日,1456.60,1450.50,1450.50,1450.50,0.07K,0.84%
2019年7月9日,1444.40,1430.60,1430.80,1430.60,0.02K,0.07%
2019年7月8日,1443.40,1436.90,1436.90,1436.90,0.05K,0.05%
2019年7月5日,1442.70,1428.00,1433.00,1428.00,0.02K,1.35%
2019年7月4日,1423.55,1421.25,1426.65,1412.85,-,-2.64%
2019年7月3日,1462.10,1465.50,1465.50,1461.90,0.00K,0.91%
2019年7月2日,1448.90,1428.60,1428.60,1428.60,0.07K,1.34%
2019年7月1日,1429.70,1444.00,1444.00,1424.40,0.01K,-1.60%
2019年6月28日,1452.90,1451.00,1451.00,1445.70,0.06K,0.16%
2019年6月27日,1450.60,1444.50,1444.50,1444.50,0.06K,-0.23%
2019年6月26日,1453.90,1441.90,1445.40,1440.50,0.04K,-0.24%
2019年6月25日,1457.40,1461.30,1473.90,1448.70,0.09K,0.03%
2019年6月24日,1457.00,1439.10,1449.60,1439.00,0.01K,1.25%
2019年6月21日,1439.00,1444.00,1444.00,1419.60,0.02K,0.21%
2019年6月20日,1436.00,1419.10,1428.70,1417.40,0.41K,3.22%
2019年6月19日,1391.20,1382.10,1382.10,1382.10,0.09K,-0.26%
2019年6月18日,1394.80,1379.70,1394.50,1379.70,0.18K,0.56%
2019年6月17日,1387.00,1379.70,1384.20,1379.70,0.02K,-0.14%
2019年6月14日,1388.90,1389.20,1389.20,1379.80,0.04K,0.06%
2019年6月13日,1388.10,1378.30,1378.70,1378.30,0.00K,0.50%
2019年6月12日,1381.20,1373.80,1373.80,1373.80,0.01K,0.35%
