日期,收盘,开盘,高,低,交易量,涨跌幅
2018年11月4日,6478.20 ,6386.20 ,6508.90 ,6359.70 ,128.76K,1.44%
2018年11月3日,6386.20 ,6424.50 ,6429.50 ,6346.20 ,112.84K,-0.60%
2018年11月2日,6424.70 ,6400.50 ,6444.30 ,6390.90 ,135.87K,0.38%
2018年11月1日,6400.50 ,6365.90 ,6421.80 ,6354.20 ,124.16K,0.54%
2018年10月31日,6365.90 ,6327.90 ,6405.70 ,6257.80 ,129.06K,0.64%
2018年10月30日,6325.70 ,6336.70 ,6469.90 ,6316.50 ,128.21K,-0.15%
2018年10月29日,6335.00 ,6486.10 ,6498.40 ,6310.50 ,160.52K,-2.33%
2018年10月28日,6486.10 ,6494.60 ,6502.20 ,6461.20 ,93.97K,-0.12%
2018年10月27日,6494.20 ,6510.00 ,6534.00 ,6473.70 ,76.72K,-0.24%
2018年10月26日,6510.00 ,6507.00 ,6570.50 ,6498.50 ,97.17K,0.05%
2018年10月25日,6507.00 ,6532.50 ,6544.80 ,6491.50 ,97.43K,-0.36%
2018年10月24日,6530.70 ,6531.20 ,6593.80 ,6522.60 ,98.74K,0.03%
2018年10月23日,6528.70 ,6558.60 ,6573.60 ,6500.50 ,108.86K,-0.41%
2018年10月22日,6555.80 ,6583.00 ,6612.70 ,6529.50 ,101.57K,-0.41%
2018年10月21日,6583.00 ,6575.90 ,6643.10 ,6568.00 ,92.94K,0.16%
2018年10月20日,6572.20 ,6511.70 ,6593.70 ,6495.90 ,97.77K,0.92%
2018年10月19日,6512.00 ,6576.40 ,6603.20 ,6506.90 ,121.44K,-0.94%
2018年10月18日,6574.10 ,6690.10 ,6736.30 ,6530.60 ,134.15K,-1.68%
2018年10月17日,6686.60 ,6718.90 ,6745.90 ,6637.80 ,136.71K,-0.28%
2018年10月16日,6705.30 ,6712.40 ,6836.70 ,6645.40 ,155.85K,0.08%
2018年10月15日,6699.80 ,6326.80 ,7358.40 ,6300.20 ,443.33K,5.90%
2018年10月14日,6326.80 ,6321.60 ,6390.90 ,6300.00 ,99.38K,0.08%
2018年10月13日,6321.70 ,6291.30 ,6329.30 ,6282.80 ,94.45K,0.48%
2018年10月12日,6291.30 ,6239.20 ,6344.80 ,6206.80 ,147.40K,0.84%
2018年10月11日,6239.10 ,6618.00 ,6622.50 ,6206.20 ,245.28K,-5.72%
2018年10月10日,6618.00 ,6650.60 ,6653.50 ,6526.00 ,101.93K,-0.49%
2018年10月9日,6650.80 ,6669.60 ,6678.90 ,6613.30 ,80.79K,-0.28%
2018年10月8日,6669.60 ,6611.00 ,6699.50 ,6589.90 ,119.68K,0.89%
2018年10月7日,6611.00 ,6596.30 ,6633.90 ,6523.80 ,77.06K,0.22%
2018年10月6日,6596.30 ,6639.10 ,6661.50 ,6550.40 ,9.18M,-0.65%
2018年10月5日,6639.10 ,6584.20 ,6682.30 ,6537.60 ,9.34M,0.83%
2018年10月4日,6584.20 ,6509.20 ,6653.00 ,6487.80 ,9.31M,1.17%
2018年10月3日,6507.80 ,6549.90 ,6563.50 ,6429.60 ,9.21M,-0.64%
2018年10月2日,6549.90 ,6608.20 ,6645.70 ,6034.90 ,9.34M,-0.88%
2018年10月1日,6608.20 ,6635.20 ,6674.70 ,6072.70 ,9.19M,-0.41%
2018年9月30日,6635.20 ,6603.90 ,6673.90 ,6533.50 ,9.34M,0.47%
2018年9月29日,6603.90 ,6633.90 ,6648.40 ,6464.40 ,9.42M,-0.48%
2018年9月28日,6636.00 ,6685.70 ,6809.20 ,6538.60 ,9.57M,-0.79%
2018年9月27日,6689.20 ,6463.70 ,6738.30 ,6428.80 ,9.34M,3.42%
2018年9月26日,6468.10 ,6443.00 ,6551.90 ,6384.10 ,8.64M,0.36%
2018年9月25日,6445.10 ,6590.60 ,6590.60 ,5977.00 ,7.34M,-2.11%
2018年9月24日,6584.10 ,6713.30 ,6728.10 ,6559.10 ,7.57M,-1.79%
2018年9月23日,6704.10 ,6729.60 ,6789.40 ,6666.40 ,7.34M,-0.38%
2018年9月22日,6729.60 ,6766.70 ,6833.30 ,6635.50 ,7.31M,-0.55%
2018年9月21日,6766.70 ,6490.90 ,6780.50 ,6489.80 ,7.73M,4.28%
2018年9月20日,6489.20 ,6390.40 ,6537.50 ,6346.40 ,5.18M,1.55%
2018年9月19日,6390.40 ,6342.00 ,6478.70 ,6144.50 ,3.54M,0.76%
2018年9月18日,6342.00 ,6251.90 ,6388.80 ,6228.80 ,2.82M,1.44%
2018年9月17日,6251.90 ,6500.20 ,6533.50 ,6215.90 ,3.26M,-3.82%
2018年9月16日,6500.20 ,6519.00 ,6520.80 ,6406.20 ,3.34M,-0.29%
2018年9月15日,6519.00 ,6482.60 ,6562.90 ,6470.30 ,3.16M,0.54%
2018年9月14日,6483.70 ,6482.90 ,6579.40 ,6412.10 ,3.20M,0.01%
2018年9月13日,6482.90 ,6338.00 ,6867.30 ,6337.80 ,3.53M,2.29%
2018年9月12日,6338.00 ,6293.90 ,6353.50 ,6204.50 ,3.04M,0.70%
2018年9月11日,6293.90 ,6320.70 ,6391.80 ,6189.60 ,3.30M,-0.43%
2018年9月10日,6321.00 ,6238.50 ,6358.50 ,6237.30 ,3.11M,1.32%
2018年9月9日,6238.50 ,6184.30 ,6432.60 ,6148.80 ,2.84M,0.88%
2018年9月8日,6184.30 ,6390.90 ,6484.30 ,6132.30 ,3.46M,-3.23%
2018年9月7日,6390.90 ,6514.10 ,6540.60 ,6316.20 ,3.30M,-1.89%
2018年9月6日,6514.00 ,6706.80 ,6732.90 ,6337.80 ,4.02M,-2.87%
2018年9月5日,6706.80 ,7377.50 ,7407.50 ,6691.80 ,4.55M,-9.09%
2018年9月4日,7377.50 ,7264.20 ,7409.90 ,7234.50 ,3.92M,1.56%
2018年9月3日,7264.20 ,7289.80 ,7330.70 ,7182.80 ,3.87M,-0.41%
2018年9月2日,7293.90 ,7189.60 ,7334.80 ,7117.30 ,3.90M,1.45%
2018年9月1日,7189.60 ,7032.40 ,7264.30 ,7020.40 ,3.52M,2.21%
2018年8月31日,7033.80 ,6993.70 ,7080.20 ,6698.00 ,4.21M,0.57%
2018年8月30日,6993.70 ,7029.20 ,7050.20 ,6798.00 ,3.74M,-0.50%
2018年8月29日,7029.10 ,7074.60 ,7121.40 ,6926.70 ,4.11M,-0.64%
2018年8月28日,7074.60 ,6897.60 ,7129.70 ,6861.20 ,3.79M,2.57%
2018年8月27日,6897.60 ,6712.70 ,6902.90 ,6650.40 ,3.26M,2.75%
2018年8月26日,6712.70 ,6734.90 ,6892.70 ,6573.10 ,3.37M,-0.33%
2018年8月25日,6734.80 ,6680.60 ,6783.40 ,6655.30 ,3.59M,0.81%
2018年8月24日,6680.40 ,6521.20 ,6721.20 ,6472.80 ,3.70M,2.44%
2018年8月23日,6521.20 ,6359.90 ,6550.20 ,6359.20 ,2.76M,2.54%
2018年8月22日,6359.60 ,6482.20 ,6840.80 ,6304.80 ,3.63M,-1.89%
2018年8月21日,6482.20 ,6268.10 ,6484.10 ,6257.40 ,1.46M,3.41%
2018年8月20日,6268.10 ,6474.20 ,6516.40 ,6255.90 ,3.10M,-3.29%
2018年8月19日,6481.50 ,6379.10 ,6534.80 ,6316.00 ,2.71M,1.61%
2018年8月18日,6379.10 ,6581.80 ,6626.40 ,6295.50 ,3.15M,-3.08%
2018年8月17日,6581.70 ,6306.70 ,6581.70 ,6291.80 ,3.20M,4.36%
2018年8月16日,6306.70 ,6256.90 ,6470.90 ,6249.80 ,3.50M,0.80%
2018年8月15日,6256.90 ,6190.20 ,6592.80 ,6177.90 ,3.74M,1.08%
2018年8月14日,6190.20 ,6255.30 ,6255.30 ,5898.30 ,3.66M,-1.04%
2018年8月13日,6255.30 ,6313.00 ,6524.10 ,6159.60 ,234.09K,-0.91%
2018年8月12日,6313.00 ,6232.10 ,6453.00 ,6169.80 ,216.33K,1.31%
2018年8月11日,6231.60 ,6152.80 ,6469.60 ,6009.80 ,247.34K,1.29%
2018年8月10日,6152.30 ,6539.50 ,6570.20 ,6043.40 ,298.82K,-5.91%
2018年8月9日,6538.80 ,6283.70 ,6620.20 ,6197.00 ,237.66K,4.06%
2018年8月8日,6283.60 ,6725.20 ,6725.20 ,6138.80 ,311.54K,-6.56%
2018年8月7日,6724.90 ,6943.60 ,7149.70 ,6689.90 ,232.48K,-3.15%
2018年8月6日,6943.60 ,7027.80 ,7143.60 ,6852.50 ,168.87K,-1.19%
2018年8月5日,7027.10 ,7014.00 ,7087.60 ,6887.90 ,177.64K,0.18%
2018年8月4日,7014.30 ,7418.90 ,7484.20 ,6949.70 ,222.57K,-5.46%
2018年8月3日,7419.00 ,7535.60 ,7535.60 ,7293.50 ,226.46K,-1.55%
2018年8月2日,7535.60 ,7606.40 ,7701.40 ,7470.60 ,216.34K,-0.93%
2018年8月1日,7606.40 ,7728.50 ,7753.20 ,7449.20 ,237.69K,-1.59%
2018年7月31日,7729.40 ,8176.40 ,8176.50 ,7649.80 ,266.94K,-5.48%
2018年7月30日,8177.10 ,8214.70 ,8262.00 ,7874.40 ,242.21K,-0.47%
2018年7月29日,8215.60 ,8231.50 ,8275.40 ,8113.30 ,155.24K,-0.22%
2018年7月28日,8234.10 ,8186.80 ,8234.10 ,8077.40 ,147.14K,0.57%
2018年7月27日,8187.40 ,7936.90 ,8273.80 ,7808.30 ,243.22K,3.15%
2018年7月26日,7937.00 ,8173.90 ,8304.30 ,7861.00 ,235.45K,-2.90%
2018年7月25日,8173.70 ,8404.90 ,8484.60 ,8062.10 ,269.23K,-2.78%
2018年7月24日,8407.00 ,7723.10 ,8479.80 ,7701.90 ,345.32K,8.86%
2018年7月23日,7723.00 ,7412.40 ,7809.60 ,7379.20 ,272.15K,4.19%
2018年7月22日,7412.30 ,7409.00 ,7575.30 ,7343.70 ,204.16K,0.05%
2018年7月21日,7408.70 ,7339.30 ,7460.80 ,7223.50 ,160.77K,0.95%
2018年7月20日,7339.40 ,7477.60 ,7683.60 ,7292.00 ,258.85K,-1.85%
2018年7月19日,7477.50 ,7383.90 ,7558.40 ,7288.80 ,247.25K,1.27%
2018年7月18日,7383.60 ,7321.60 ,7581.20 ,7249.30 ,333.32K,0.84%
2018年7月17日,7322.00 ,6729.80 ,7453.20 ,6666.00 ,337.75K,8.80%
2018年7月16日,6729.90 ,6362.80 ,6749.20 ,6344.10 ,312.12K,5.77%
2018年7月15日,6362.90 ,6254.80 ,6399.60 ,6238.50 ,180.67K,1.73%
2018年7月14日,6254.80 ,6229.50 ,6313.50 ,6192.50 ,243.71K,0.40%
2018年7月13日,6230.20 ,6250.80 ,6333.80 ,6144.50 ,233.22K,-0.33%
2018年7月12日,6250.60 ,6389.10 ,6389.40 ,6088.80 ,289.24K,-2.17%
2018年7月11日,6389.10 ,6307.20 ,6409.70 ,6296.60 ,243.82K,1.30%
2018年7月10日,6307.20 ,6668.40 ,6686.80 ,6291.50 ,315.27K,-5.40%
2018年7月9日,6667.10 ,6715.10 ,6793.80 ,6637.70 ,289.48K,-0.71%
2018年7月8日,6714.80 ,6765.40 ,6784.00 ,6694.30 ,267.60K,-0.75%
2018年7月7日,6765.50 ,6617.70 ,6805.90 ,6531.10 ,114.57K,2.23%
2018年7月6日,6617.70 ,6546.50 ,6638.20 ,6458.30 ,132.69K,1.09%
2018年7月5日,6546.50 ,6598.00 ,6693.60 ,6466.10 ,166.18K,-0.79%
2018年7月4日,6598.40 ,6513.80 ,6774.50 ,6442.30 ,143.04K,1.30%
2018年7月3日,6513.50 ,6618.60 ,6676.60 ,6513.50 ,150.19K,-1.60%
2018年7月2日,6619.50 ,6349.10 ,6680.00 ,6275.00 ,179.92K,3.97%
2018年7月1日,6366.80 ,6398.50 ,6445.10 ,6284.70 ,128.51K,-0.50%
2018年6月30日,6398.90 ,6213.40 ,6498.50 ,6204.00 ,189.33K,2.99%
2018年6月29日,6213.30 ,5883.20 ,6284.90 ,5818.50 ,206.96K,5.61%
2018年6月28日,5883.50 ,6154.90 ,6178.40 ,5854.00 ,156.05K,-4.41%
2018年6月27日,6154.90 ,6081.10 ,6187.30 ,6025.40 ,133.42K,1.20%
2018年6月26日,6082.10 ,6256.90 ,6267.70 ,6060.00 ,176.66K,-2.79%
2018年6月25日,6256.60 ,6155.10 ,6331.20 ,6101.70 ,210.69K,1.66%
2018年6月24日,6154.60 ,6167.90 ,6248.30 ,5785.30 ,240.60K,-0.21%
2018年6月23日,6167.30 ,6055.20 ,6259.00 ,6032.80 ,142.90K,1.84%
2018年6月22日,6055.70 ,6728.20 ,6739.70 ,5955.00 ,278.22K,-9.99%
2018年6月21日,6728.00 ,6765.80 ,6797.50 ,6695.10 ,99.29K,-0.55%
2018年6月20日,6765.40 ,6752.30 ,6812.70 ,6575.10 ,121.48K,0.19%
2018年6月19日,6752.40 ,6719.80 ,6839.50 ,6681.50 ,120.54K,0.49%
2018年6月18日,6719.80 ,6460.50 ,6794.50 ,6410.90 ,135.70K,4.02%
2018年6月17日,6460.30 ,6505.80 ,6593.00 ,6452.10 ,90.67K,-0.70%
2018年6月16日,6505.80 ,6410.00 ,6564.20 ,6358.00 ,108.79K,1.49%
2018年6月15日,6410.30 ,6647.30 ,6655.80 ,6395.70 ,143.53K,-3.56%
2018年6月14日,6647.10 ,6312.30 ,6711.50 ,6283.60 ,201.54K,5.30%
2018年6月13日,6312.30 ,6558.50 ,6624.60 ,6129.10 ,237.48K,-3.75%
2018年6月12日,6558.20 ,6885.90 ,6887.20 ,6476.00 ,178.26K,-4.76%
2018年6月11日,6885.90 ,6775.20 ,6910.80 ,6657.20 ,174.88K,1.64%
2018年6月10日,6775.10 ,7515.80 ,7516.30 ,6668.10 ,275.69K,-9.85%
2018年6月9日,7515.80 ,7622.10 ,7689.00 ,7493.30 ,97.56K,-1.40%
2018年6月8日,7622.10 ,7697.90 ,7710.50 ,7556.90 ,112.88K,-0.98%
2018年6月7日,7697.80 ,7661.00 ,7754.70 ,7657.70 ,124.00K,0.48%
2018年6月6日,7661.00 ,7631.50 ,7699.10 ,7504.40 ,130.66K,0.39%
2018年6月5日,7631.50 ,7507.40 ,7672.60 ,7391.00 ,145.23K,1.69%
2018年6月4日,7504.30 ,7729.30 ,7759.90 ,7468.40 ,141.01K,-2.91%
2018年6月3日,7729.30 ,7646.60 ,7775.00 ,7611.30 ,116.68K,1.08%
2018年6月2日,7646.60 ,7530.80 ,7694.50 ,7467.90 ,121.18K,1.54%
2018年6月1日,7530.80 ,7502.50 ,7610.40 ,7375.80 ,135.92K,0.38%
2018年5月31日,7502.60 ,7400.80 ,7611.90 ,7355.00 ,144.52K,1.39%
2018年5月30日,7400.10 ,7469.20 ,7565.20 ,7306.80 ,140.37K,-0.91%
2018年5月29日,7467.70 ,7119.30 ,7533.00 ,7069.80 ,186.97K,4.89%
2018年5月28日,7119.30 ,7367.30 ,7446.90 ,7090.60 ,152.29K,-3.36%
2018年5月27日,7366.70 ,7361.90 ,7411.80 ,7267.50 ,103.29K,0.07%
2018年5月26日,7361.30 ,7478.50 ,7619.30 ,7331.50 ,103.07K,-1.56%
2018年5月25日,7477.70 ,7593.90 ,7653.40 ,7355.60 ,161.82K,-1.52%
2018年5月24日,7592.90 ,7512.30 ,7736.60 ,7293.40 ,211.11K,1.07%
2018年5月23日,7512.30 ,8005.70 ,8047.40 ,7467.60 ,237.60K,-6.17%
2018年5月22日,8006.00 ,8403.80 ,8414.50 ,7979.30 ,137.51K,-4.73%
2018年5月21日,8403.30 ,8529.50 ,8550.60 ,8375.50 ,115.52K,-1.47%
2018年5月20日,8529.00 ,8243.90 ,8580.40 ,8184.70 ,113.76K,3.44%
2018年5月19日,8245.10 ,8244.70 ,8389.10 ,8153.20 ,107.89K,-0.01%
2018年5月18日,8245.70 ,8064.40 ,8273.60 ,7939.80 ,150.32K,2.27%
2018年5月17日,8063.00 ,8344.60 ,8458.70 ,8022.30 ,154.36K,-3.37%
2018年5月16日,8344.40 ,8477.00 ,8496.40 ,8120.10 ,188.03K,-1.56%
2018年5月15日,8477.00 ,8674.00 ,8842.10 ,8436.50 ,179.62K,-2.27%
2018年5月14日,8674.10 ,8693.40 ,8878.30 ,8305.10 ,212.05K,-0.22%
2018年5月13日,8693.50 ,8489.10 ,8758.40 ,8330.00 ,149.80K,2.77%
2018年5月12日,8459.50 ,8409.60 ,8646.10 ,8184.10 ,210.87K,0.61%
2018年5月11日,8408.30 ,9026.00 ,9028.70 ,8359.60 ,270.62K,-6.84%
2018年5月10日,9025.70 ,9319.20 ,9393.30 ,9013.40 ,152.71K,-3.15%
2018年5月9日,9319.10 ,9194.90 ,9377.90 ,8988.00 ,147.89K,1.33%
2018年5月8日,9196.40 ,9373.90 ,9404.40 ,9079.80 ,157.45K,-2.49%
2018年5月7日,9431.60 ,9651.10 ,9675.60 ,9204.20 ,165.08K,-2.33%
2018年5月6日,9656.40 ,9859.60 ,9957.70 ,9446.70 ,150.95K,-2.00%
2018年5月5日,9853.50 ,9709.50 ,9992.80 ,9691.30 ,158.45K,1.49%
2018年5月4日,9708.60 ,9747.60 ,9800.90 ,9549.00 ,161.55K,-0.42%
2018年5月3日,9749.70 ,9244.20 ,9809.40 ,9171.40 ,201.18K,5.48%
2018年5月2日,9243.20 ,9076.80 ,9265.70 ,8991.90 ,137.48K,1.85%
2018年5月1日,9074.90 ,9245.10 ,9245.10 ,8851.00 ,173.35K,-1.84%
2018年4月30日,9245.10 ,9415.80 ,9456.70 ,9135.40 ,156.83K,-1.80%
2018年4月29日,9415.10 ,9352.20 ,9565.10 ,9182.80 ,184.72K,0.67%
2018年4月28日,9352.40 ,8940.80 ,9428.90 ,8895.50 ,199.78K,4.60%
2018年4月27日,8940.90 ,9282.80 ,9386.30 ,8920.20 ,184.91K,-3.73%
2018年4月26日,9287.00 ,8874.50 ,9303.60 ,8669.80 ,248.39K,4.67%
2018年4月25日,8873.10 ,9645.00 ,9753.10 ,8768.10 ,395.67K,-8.01%
2018年4月24日,9645.30 ,8952.70 ,9734.80 ,8937.00 ,260.79K,7.73%
2018年4月23日,8952.80 ,8809.30 ,9001.00 ,8785.30 ,147.54K,1.66%
2018年4月22日,8806.70 ,8923.60 ,9022.30 ,8766.50 ,161.89K,-1.30%
2018年4月21日,8923.10 ,8867.00 ,9027.70 ,8614.50 ,206.01K,0.63%
2018年4月20日,8867.00 ,8292.30 ,8926.20 ,8224.50 ,225.96K,6.95%
2018年4月19日,8290.80 ,8179.00 ,8303.70 ,8126.70 ,155.08K,1.37%
2018年4月18日,8178.40 ,7908.50 ,8227.60 ,7895.30 ,163.26K,3.41%
2018年4月17日,7908.60 ,8070.00 ,8171.70 ,7852.80 ,162.59K,-2.00%
2018年4月16日,8070.00 ,8362.20 ,8412.90 ,7908.50 ,197.70K,-3.51%
2018年4月15日,8363.60 ,8004.60 ,8411.50 ,8004.60 ,160.26K,4.49%
2018年4月14日,8004.40 ,7891.10 ,8180.20 ,7839.30 ,164.71K,1.48%
2018年4月13日,7887.40 ,7926.90 ,8228.00 ,7756.60 ,296.95K,-0.49%
2018年4月12日,7926.60 ,6963.30 ,8009.60 ,6779.30 ,398.30K,13.85%
2018年4月11日,6962.10 ,6855.60 ,6988.60 ,6818.40 ,142.07K,1.56%
2018年4月10日,6854.80 ,6782.60 ,6899.50 ,6671.60 ,134.23K,1.08%
2018年4月9日,6781.90 ,7035.70 ,7192.50 ,6633.20 ,241.19K,-3.54%
2018年4月8日,7030.50 ,6905.90 ,7113.40 ,6903.90 ,132.51K,1.81%
2018年4月7日,6905.70 ,6624.50 ,7071.90 ,6616.10 ,177.10K,4.25%
2018年4月6日,6624.30 ,6783.70 ,6859.70 ,6523.40 ,174.90K,-2.33%
2018年4月5日,6782.00 ,6808.70 ,6918.20 ,6592.50 ,221.70K,-0.40%
2018年4月4日,6808.90 ,7423.80 ,7432.90 ,6726.90 ,239.51K,-8.29%
2018年4月3日,7424.20 ,7067.20 ,7519.30 ,7032.90 ,230.80K,5.03%
2018年4月2日,7068.40 ,6825.40 ,7121.30 ,6787.60 ,199.31K,3.56%
2018年4月1日,6825.20 ,6939.10 ,7047.70 ,6460.10 ,257.53K,-1.63%
2018年3月31日,6938.20 ,6856.50 ,7221.50 ,6804.90 ,245.30K,1.23%
2018年3月30日,6853.70 ,7132.40 ,7288.10 ,6603.80 ,417.31K,-3.86%
2018年3月29日,7129.20 ,7955.20 ,7980.70 ,6954.90 ,348.75K,-10.38%
2018年3月28日,7954.90 ,7803.00 ,8110.40 ,7754.50 ,167.36K,1.96%
2018年3月27日,7801.70 ,8146.50 ,8218.30 ,7760.60 ,223.10K,-4.20%
2018年3月26日,8143.50 ,8474.00 ,8515.70 ,7865.90 ,247.18K,-3.89%
2018年3月25日,8473.20 ,8549.10 ,8679.00 ,8392.20 ,149.52K,-0.87%
2018年3月24日,8547.40 ,8917.30 ,9008.80 ,8523.60 ,177.43K,-4.14%
2018年3月23日,8916.80 ,8725.30 ,8917.00 ,8305.60 ,210.11K,2.18%
2018年3月22日,8726.20 ,8903.70 ,9096.20 ,8499.10 ,223.01K,-2.02%
2018年3月21日,8905.90 ,8912.40 ,9173.40 ,8775.10 ,218.19K,-0.08%
2018年3月20日,8912.60 ,8614.10 ,9039.60 ,8326.80 ,253.44K,3.43%
2018年3月19日,8616.80 ,8200.90 ,8698.30 ,8127.70 ,316.96K,5.07%
2018年3月18日,8201.20 ,7873.20 ,8283.60 ,7323.30 ,348.02K,4.14%
2018年3月17日,7874.90 ,8198.00 ,8344.80 ,7760.20 ,208.05K,-5.00%
2018年3月16日,8289.20 ,8264.30 ,8604.80 ,7929.10 ,236.13K,0.30%
2018年3月15日,8264.40 ,8210.20 ,8427.00 ,7691.70 ,326.53K,0.66%
2018年3月14日,8210.60 ,9154.90 ,9353.40 ,7958.50 ,305.45K,-10.32%
2018年3月13日,9154.90 ,9138.70 ,9482.00 ,8875.10 ,239.46K,0.19%
2018年3月12日,9137.40 ,9535.80 ,9892.20 ,8804.10 ,257.91K,-4.12%
2018年3月11日,9529.60 ,8732.20 ,9719.60 ,8516.40 ,266.59K,8.76%
2018年3月10日,8762.00 ,9216.20 ,9500.00 ,8691.10 ,198.73K,-4.94%
2018年3月9日,9217.00 ,9301.90 ,9420.50 ,8351.00 ,371.46K,-0.89%
2018年3月8日,9300.00 ,9910.70 ,10109.00 ,9037.00 ,256.26K,-6.09%
2018年3月7日,9902.90 ,10779.00 ,10899.00 ,9422.10 ,284.54K,-7.23%
2018年3月6日,10675.10 ,11314.20 ,11316.40 ,10412.00 ,230.65K,-5.78%
2018年3月5日,11330.60 ,11415.70 ,11506.90 ,11281.20 ,162.11K,-0.75%
2018年3月4日,11416.50 ,11402.80 ,11490.30 ,10878.40 ,156.40K,0.12%
2018年3月3日,11402.30 ,10822.50 ,11420.70 ,9585.50 ,172.20K,5.31%
2018年3月2日,10827.70 ,10904.50 ,11167.00 ,10677.10 ,201.69K,-0.70%
2018年3月1日,10904.50 ,10335.10 ,11047.80 ,10248.70 ,188.77K,5.52%
2018年2月28日,10333.90 ,10584.40 ,11070.70 ,10303.40 ,215.22K,-2.46%
2018年2月27日,10594.40 ,10287.80 ,10867.20 ,10120.50 ,202.58K,3.01%
2018年2月26日,10285.10 ,9590.90 ,10378.40 ,9410.30 ,235.94K,7.30%
2018年2月25日,9585.20 ,9703.10 ,9860.30 ,9330.10 ,196.49K,-1.23%
2018年2月24日,9704.30 ,10163.80 ,10506.10 ,9394.50 ,239.16K,-4.58%
2018年2月23日,10170.40 ,9840.60 ,10419.10 ,9597.80 ,271.50K,3.34%
2018年2月22日,9841.70 ,10470.10 ,10930.20 ,9743.90 ,316.63K,-6.03%
2018年2月21日,10473.00 ,11240.90 ,11289.70 ,10252.20 ,327.14K,-6.81%
2018年2月20日,11238.70 ,11169.70 ,11791.50 ,11119.90 ,267.56K,0.62%
2018年2月19日,11169.40 ,10396.60 ,11250.50 ,10324.80 ,215.20K,7.41%
2018年2月18日,10398.80 ,11073.70 ,11271.60 ,10137.20 ,288.91K,-6.09%
2018年2月17日,11073.50 ,10177.30 ,11095.90 ,10070.90 ,224.76K,8.79%
2018年2月16日,10178.70 ,10031.30 ,10294.30 ,9707.70 ,206.44K,1.41%
2018年2月15日,10037.30 ,9475.60 ,10206.80 ,9348.50 ,291.28K,5.92%
2018年2月14日,9476.30 ,8542.60 ,9500.00 ,8541.60 ,246.88K,10.97%
2018年2月13日,8539.20 ,8906.20 ,8942.70 ,8378.00 ,195.87K,-4.09%
2018年2月12日,8903.50 ,8083.60 ,8984.90 ,8083.60 ,238.67K,10.17%
2018年2月11日,8081.90 ,8559.70 ,8564.20 ,7843.70 ,236.20K,-5.58%
2018年2月10日,8559.60 ,8697.30 ,9066.60 ,8172.20 ,263.53K,-1.61%
2018年2月9日,8699.80 ,8163.60 ,8735.60 ,7784.60 ,233.94K,6.56%
2018年2月8日,8164.20 ,7595.10 ,8489.90 ,7595.10 ,296.10K,7.50%
2018年2月7日,7594.70 ,7693.80 ,8536.50 ,7196.60 ,445.62K,-1.38%
2018年2月6日,7701.20 ,6939.30 ,7896.20 ,5996.60 ,886.88K,10.99%
2018年2月5日,6938.50 ,8220.80 ,8383.20 ,6651.90 ,593.89K,-15.61%
2018年2月4日,8222.20 ,9241.50 ,9382.10 ,7932.10 ,280.94K,-11.03%
2018年2月3日,9241.10 ,8894.40 ,9506.90 ,8249.30 ,248.71K,3.91%
2018年2月2日,8893.20 ,9179.80 ,9201.40 ,7915.80 ,519.40K,-3.14%
2018年2月1日,9181.10 ,10266.20 ,10303.00 ,8789.20 ,358.40K,-10.56%
2018年1月31日,10265.40 ,10166.30 ,10397.70 ,9742.20 ,208.47K,0.98%
2018年1月30日,10166.00 ,11244.50 ,11277.20 ,9917.70 ,264.72K,-9.59%
2018年1月29日,11244.80 ,11794.90 ,11888.10 ,11119.00 ,137.42K,-4.67%
2018年1月28日,11795.10 ,11471.20 ,12112.70 ,11433.30 ,154.63K,2.86%
2018年1月27日,11467.50 ,11118.00 ,11621.70 ,10908.40 ,163.49K,3.14%
2018年1月26日,11118.10 ,11203.10 ,11655.30 ,10389.40 ,253.91K,-0.76%
2018年1月25日,11203.00 ,11439.90 ,11740.90 ,10983.80 ,181.81K,-2.18%
2018年1月24日,11452.30 ,10899.40 ,11549.50 ,10584.50 ,136.06K,5.04%
2018年1月23日,10903.20 ,10869.00 ,11438.00 ,10056.60 ,188.37K,0.35%
2018年1月22日,10864.80 ,11597.50 ,11970.90 ,10136.80 ,201.73K,-6.30%
2018年1月21日,11594.90 ,12857.10 ,12860.20 ,11164.50 ,206.96K,-9.83%
2018年1月20日,12858.90 ,11579.20 ,13082.20 ,11567.30 ,143.90K,11.04%
2018年1月19日,11580.20 ,11229.60 ,11973.20 ,10901.50 ,170.74K,2.98%
2018年1月18日,11245.40 ,11202.00 ,12004.70 ,10660.20 ,242.45K,0.47%
2018年1月17日,11192.30 ,11357.70 ,11769.60 ,9271.30 ,361.80K,-1.49%
2018年1月16日,11362.00 ,13704.40 ,13711.00 ,10050.70 ,317.10K,-17.05%
2018年1月15日,13697.50 ,13695.50 ,14396.60 ,13475.40 ,73.27K,0.02%
2018年1月14日,13695.20 ,14291.90 ,14446.10 ,13094.70 ,85.12K,-4.18%
2018年1月13日,14292.20 ,13896.00 ,14640.70 ,13888.20 ,61.14K,2.92%
2018年1月12日,13886.70 ,13529.20 ,14176.40 ,13410.00 ,82.37K,2.60%
2018年1月11日,13535.40 ,15046.70 ,15109.10 ,13048.30 ,167.81K,-10.02%
2018年1月10日,15043.00 ,14778.50 ,15045.40 ,13613.10 ,87.07K,1.79%
2018年1月9日,14778.50 ,14976.20 ,15324.60 ,14613.40 ,71.40K,-1.32%
